Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,598.328125,
1,0,1,1,67.4042659317355,648.3828125,0.471829861522148
2,2,2,2,78.1301335504416,648.770833333333,0.546910934853091
3,41,3,3,74.3974583163256,648.3828125,0.520782208214279
4,46,4,4,88.9678470200869,648.3828125,0.622774929140609
5,76,5,5,77.1285347030827,649.158854166667,0.539899742921579
6.001,118,6,6,81.0600882888715,648.3828125,0.567420618022101
7,68,7,7,84.2938674991352,648.770833333333,0.590057072493946
8,56,8,8,87.0567958536149,648.3828125,0.609397570975304
9.001,59,9,9,79.0527439907907,650.322916666667,0.553369207935535
10,76,10,10,78.7495022698712,648.3828125,0.551246515889098
11.001,79,11,11,91.060801297026,648.3828125,0.637425609079182
12.001,62,12,12,57.0966474952152,648.3828125,0.399676532466506
12.999,61,13,13,80.9678160695161,648.3828125,0.566774712486613
14.001,77,14,14,68.043377653254,648.770833333333,0.476303643572778
15.001,69,15,15,76.6183885687141,648.3828125,0.536328719980999
16,72,16,16,95.0635785213151,652.263020833333,0.665445049649205
17,84,17,17,83.2754291515966,648.3828125,0.582928004061176
18.001,62,18,18,96.0669298300126,648.3828125,0.672468508810088
19,76,19,19,89.9402696675774,648.770833333333,0.629581887673042
20,75,20,20,79.0527677224547,649.158854166667,0.553369374057183
21.001,67,21,21,81.0574330776508,650.7109375,0.567402031543556
22,80,22,22,92.061091740479,649.158854166667,0.644427642183353
23,68,23,23,77.6403285161946,650.322916666667,0.543482299613362
24.001,67,24,24,98.0657530874451,651.875,0.686460271612116
25,83,25,25,65.5141578871218,649.158854166667,0.458599105209852
26,72,26,26,99.1623187996431,648.3828125,0.694136231597502
27.001,75,27,27,73.2871380073427,649.158854166667,0.513009966051399
28,68,28,28,89.9366346444133,649.158854166667,0.629556442510893
29.001,66,29,29,82.1711847863383,648.3828125,0.575198293504368
30.001,66,30,30,89.2375503590558,648.770833333333,0.624662852513391
31,63,31,31,76.5311045701048,648.770833333333,0.535717731990734
32.001,65,32,32,80.9734083327035,648.3828125,0.566813858328925
33,67,33,33,86.140667710371,648.3828125,0.602984673972597
34,63,34,34,82.0538519430302,648.3828125,0.574376963601211
35.001,57,35,35,85.405488622547,648.3828125,0.597838420357829
36,67,36,36,87.719609929771,648.3828125,0.614037269508397
37,49,37,37,77.9765992225733,648.770833333333,0.545836194558013
38,43,38,38,93.1519214687233,649.546875,0.652063450281063
39.001,35,39,39,74.9754680268616,648.770833333333,0.524828276188031
40.001,27,40,40,79.8560373105152,648.3828125,0.558992261173606
41,34,41,41,87.2318360506719,647.606770833333,0.610622852354703
42.001,31,42,42,69.8766599311482,649.158854166667,0.489136619518037
43.001,33,43,43,90.060106114821,648.3828125,0.630420742803747
44,37,44,44,86.8846692899845,648.3828125,0.608192685029891
45.001,41,45,45,64.9786675034586,648.770833333333,0.45485067252421
46.001,48,46,46,88.0585501299814,648.3828125,0.61640985090987
47,86,47,47,95.066156538335,648.3828125,0.665463095768345
48.001,156,48,48,84.9719592534464,648.3828125,0.594803714774125
49.001,252,49,49,92.0614510185549,649.546875,0.644430157129884
50,288,50,50,74.3924110858017,648.3828125,0.520746877600612
,263,51,51,,,
,144,52,52,,,
,67,53,53,,,
,22,54,54,,,
,6,55,55,,,
,4,56,56,,,
,4,57,57,,,
,1,58,58,,,
,5,59,59,,,
,2,60,60,,,
,4,61,61,,,
,4,62,62,,,
,1,63,63,,,
,3,64,64,,,
,1,65,65,,,
,3,66,66,,,
,4,67,67,,,
,3,68,68,,,
,2,69,69,,,
,3,70,70,,,
,4,71,71,,,
,1,72,72,,,
,1,73,73,,,
,0,74,74,,,
,0,75,75,,,
,1,76,76,,,
,5,77,77,,,
,0,78,78,,,
,1,79,79,,,
,3,80,80,,,
,0,81,81,,,
,1,82,82,,,
,0,83,83,,,
,0,84,84,,,
,0,85,85,,,
,4,86,86,,,
,0,87,87,,,
,1,88,88,,,
,2,89,89,,,
,0,90,90,,,
,0,91,91,,,
,0,92,92,,,
,1,93,93,,,
,2,94,94,,,
,0,95,95,,,
,0,96,96,,,
,2,97,97,,,
,1,98,98,,,
,2,99,99,,,
,0,100,100,,,
,1,101,101,,,
,1,102,102,,,
,1,103,103,,,
,3,104,104,,,
,2,105,105,,,
,2,106,106,,,
,2,107,107,,,
,1,108,108,,,
,1,109,109,,,
,0,110,110,,,
,2,111,111,,,
,0,112,112,,,
,1,113,113,,,
,0,114,114,,,
,0,115,115,,,
,1,116,116,,,
,0,117,117,,,
,0,118,118,,,
,1,119,119,,,
,0,120,120,,,
,0,121,121,,,
,0,122,122,,,
,0,123,123,,,
,0,124,124,,,
,0,125,125,,,
,1,126,126,,,
,0,127,127,,,
,0,128,128,,,
,0,129,129,,,
,2,130,130,,,
,1,131,131,,,
,1,132,132,,,
,2,133,133,,,
,0,134,134,,,
,2,135,135,,,
,0,136,136,,,
,0,137,137,,,
,0,138,138,,,
,1,139,139,,,
,2,140,140,,,
,0,141,141,,,
,0,142,142,,,
,0,143,143,,,
,1,144,144,,,
,0,145,145,,,
,0,146,146,,,
,1,147,147,,,
,0,148,148,,,
,0,149,149,,,
,0,150,150,,,
,1,151,151,,,
,0,152,152,,,
,0,153,153,,,
,0,154,154,,,
,1,155,155,,,
,0,156,156,,,
,0,157,157,,,
,0,158,158,,,
,0,159,159,,,
,0,160,160,,,
,0,161,161,,,
,0,162,162,,,
,0,163,163,,,
,0,164,164,,,
,0,165,165,,,
,0,166,166,,,
,0,167,167,,,
,0,168,168,,,
,0,169,169,,,
,0,170,170,,,
,0,171,171,,,
,0,172,172,,,
,0,173,173,,,
,0,174,174,,,
,0,175,175,,,
,0,176,176,,,
,0,177,177,,,
,0,178,178,,,
,0,179,179,,,
,0,180,180,,,
,0,181,181,,,
,0,182,182,,,
,0,183,183,,,
,0,184,184,,,
,0,185,185,,,
,1,186,186,,,
,0,187,187,,,
,1,188,188,,,
,0,189,189,,,
,1,190,190,,,
,0,191,191,,,
,1,192,192,,,
,1,193,193,,,
,0,194,194,,,
,0,195,195,,,
,0,196,196,,,
,0,197,197,,,
,0,198,198,,,
,0,199,199,,,
,0,200,200,,,
,0,201,201,,,
,0,202,202,,,
,0,203,203,,,
,0,204,204,,,
,0,205,205,,,
,0,206,206,,,
,0,207,207,,,
,0,208,208,,,
,0,209,209,,,
,0,210,210,,,
,0,211,211,,,
,0,212,212,,,
,0,213,213,,,
,0,214,214,,,
,0,215,215,,,
,0,216,216,,,
,0,217,217,,,
,0,218,218,,,
,0,219,219,,,
,0,220,220,,,
,0,221,221,,,
,0,222,222,,,
,0,223,223,,,
,0,224,224,,,
,0,225,225,,,
,0,226,226,,,
,0,227,227,,,
,0,228,228,,,
,0,229,229,,,
,0,230,230,,,
,0,231,231,,,
,0,232,232,,,
,0,233,233,,,
,0,234,234,,,
,0,235,235,,,
,0,236,236,,,
,0,237,237,,,
,0,238,238,,,
,0,239,239,,,
,0,240,240,,,
,0,241,241,,,
,0,242,242,,,
,0,243,243,,,
,0,244,244,,,
,0,245,245,,,
,0,246,246,,,
,0,247,247,,,
,0,248,248,,,
,0,249,249,,,
,0,250,250,,,
,0,251,251,,,
,0,252,252,,,
,0,253,253,,,
,0,254,254,,,
,0,255,255,,,
,0,256,256,,,
,0,257,257,,,
,0,258,258,,,
,0,259,259,,,
,0,260,260,,,
,0,261,261,,,
,0,262,262,,,
,1,263,263,,,
,0,264,264,,,
,0,265,265,,,
,0,266,266,,,
,0,267,267,,,
,0,268,268,,,
,0,269,269,,,
,0,270,270,,,
,0,271,271,,,
,0,272,272,,,
,0,273,273,,,
,0,274,274,,,
,0,275,275,,,
,0,276,276,,,
,0,277,277,,,
,0,278,278,,,
,0,279,279,,,
,0,280,280,,,
,0,281,281,,,
,0,282,282,,,
,0,283,283,,,
,0,284,284,,,
,0,285,285,,,
,0,286,286,,,
,0,287,287,,,
,0,288,288,,,
,0,289,289,,,
,0,290,290,,,
,0,291,291,,,
,0,292,292,,,
,0,293,293,,,
,0,294,294,,,
,0,295,295,,,
,0,296,296,,,
,0,297,297,,,
,0,298,298,,,
,1,299,299,,,
,0,300,300,,,
,0,301,301,,,
,0,302,302,,,
,0,303,303,,,
,0,304,304,,,
,0,305,305,,,
,0,306,306,,,
,0,307,307,,,
,0,308,308,,,
,0,309,309,,,
,0,310,310,,,
