Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,548.2734375,
1,0,1,1,4.22851352209911,649.546875,0.0295995946546938
2.001,0,2,2,13.0075456772474,649.546875,0.0910528197407316
3.001,6,3,3,17.010012093118,649.546875,0.119070084651826
4,9,4,4,11.1077676730415,649.546875,0.0777543737112907
5,20,5,5,18.9698038662058,649.546875,0.13278862706344
6.002,24,6,6,22.0339521168168,649.546875,0.154237664817718
7,21,7,7,9.9788879992895,649.546875,0.0698522159950265
8.001,20,8,8,12.0026669926058,649.546875,0.0840186689482403
9.001,18,9,9,12.005060132846,649.546875,0.084035420929922
10,34,10,10,14.0015625743833,649.546875,0.0980109380206831
11.001,25,11,11,9.99366179760658,649.546875,0.0699556325832461
12.001,25,12,12,10.028795681039,649.546875,0.0702015697672728
13.001,21,13,13,9.98490504244361,649.546875,0.0698943352971053
14.001,13,14,14,14.4257230616267,649.546875,0.100980061431387
15.001,14,15,15,18.031257184329,649.546875,0.126218800290303
16,11,16,16,7.77577335620151,649.546875,0.0544304134934106
16.999,14,17,17,7.77513509574912,649.546875,0.0544259456702438
18.001,13,18,18,18.868931848637,649.546875,0.132082522940459
19.001,10,19,19,8.00885539140628,649.546875,0.0560619877398439
20,18,20,20,15.0139133935418,649.546875,0.105097393754793
21.001,12,21,21,7.00242914266959,649.546875,0.0490170039986871
22,10,22,22,8.8848304957591,649.546875,0.0621938134703137
23.001,13,23,23,11.0996501057297,649.546875,0.077697550740108
24,12,24,24,8.00546773446264,649.546875,0.0560382741412385
25,8,25,25,14.4154102065762,649.546875,0.100907871446033
26,10,26,26,11.0098427994627,650.322916666667,0.077068899596239
27,4,27,27,7.00744891820005,649.546875,0.0490521424274003
28.001,5,28,28,9.98650024896345,649.546875,0.0699055017427442
29,5,29,29,8.00688111362905,649.546875,0.0560481677954034
30.001,9,30,30,14.9830152539082,649.546875,0.104881106777357
31.001,7,31,31,13.0021427531257,649.546875,0.09101499927188
32,5,32,32,10.0107685837656,649.546875,0.0700753800863589
