Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,499.3828125,
1.001,0,1,1,0,549.4375,0
2,0,2,2,4.99947655480471,549.825520833333,0.034996335883633
3,21,3,3,10.0124965970027,549.825520833333,0.070087476179019
4.001,23,4,4,7.76014242300248,549.4375,0.0543209969610174
5,18,5,5,11.0211197718187,549.4375,0.0771478384027312
6,23,6,6,0,549.4375,0
7,9,7,7,8.00007360067713,549.4375,0.0560005152047399
8,13,8,8,7.0055504976593,549.4375,0.0490388534836151
9.001,19,9,9,4.99529093923159,549.4375,0.0349670365746211
10.001,8,10,10,8.8830329961371,549.4375,0.0621812309729597
11,12,11,11,7.99934165418186,549.4375,0.055995391579273
12.001,11,12,12,4.00973764787787,549.4375,0.0280681635351451
13,8,13,13,12.2066682143242,549.4375,0.0854466775002696
14.001,10,14,14,5.99818614850869,549.4375,0.0419873030395608
15.001,7,15,15,6.00220040666909,549.4375,0.0420154028466836
16.001,11,16,16,1.11016044371781,549.4375,0.00777112310602465
17.001,6,17,17,5.00116827290855,549.4375,0.0350081779103599
18.001,8,18,18,2.99931615591645,549.4375,0.0209952130914152
18.999,9,19,19,2.99688892960218,549.4375,0.0209782225072153
20,11,20,20,9.01126227559203,549.4375,0.0630788359291442
21,6,21,21,6.00339672186523,549.825520833333,0.0420237770530566
22,6,22,22,8.99754636910514,549.4375,0.062982824583736
23.001,7,23,23,5.55410223213815,549.4375,0.038878715624967
24,4,24,24,9.99715880746692,549.4375,0.0699801116522684
25.001,4,25,25,7.00031151386237,549.4375,0.0490021805970366
26.001,3,26,26,8.00980640598284,549.4375,0.0560686448418799
27.001,5,27,27,8.8800818210739,549.4375,0.0621605727475173
28,3,28,28,6.66640445475811,549.4375,0.0466648311833068
29.001,2,29,29,7.00215876554742,550.213541666667,0.0490151113588319
30,2,30,30,6.00090373610266,549.4375,0.0420063261527186
31.001,5,31,31,7.77241308554584,549.4375,0.0544068915988209
32,5,32,32,6.65806296974021,549.4375,0.0466064407881815
33.001,4,33,33,8.01492459108105,549.825520833333,0.0561044721375674
34.001,2,34,34,7.77153464494634,549.4375,0.0544007425146244
35.001,0,35,35,3.32895981989884,549.4375,0.0233027187392918
36.001,2,36,36,3.0040473529987,549.4375,0.0210283314709909
37.001,2,37,37,5.55483034159429,549.4375,0.03888381239116
38.001,1,38,38,4.99994900052019,549.4375,0.0349996430036414
39.001,1,39,39,8.9902419913426,549.4375,0.0629316939393982
40.001,0,40,40,5.99971741330983,549.4375,0.0419980218931688
41.001,1,41,41,8.01409117651567,549.4375,0.0560986382356097
42,1,42,42,5.55170144104404,549.4375,0.0388619100873083
43,0,43,43,6.00870541240149,549.4375,0.0420609378868104
44,1,44,44,2.21940259452602,549.4375,0.0155358181616821
45,3,45,45,3.33235177060624,549.4375,0.0233264623942437
46.001,0,46,46,8.00434235572798,549.4375,0.0560303964900959
47.001,1,47,47,11.099914996851,549.4375,0.0776994049779567
48.001,1,48,48,7.00543902285735,549.4375,0.0490380731600014
49.001,0,49,49,6.65579774894264,549.4375,0.0465905842425985
,0,50,50,,,
,0,51,51,,,
,0,52,52,,,
,0,53,53,,,
,1,54,54,,,
,0,55,55,,,
,0,56,56,,,
,0,57,57,,,
,0,58,58,,,
,0,59,59,,,
,0,60,60,,,
,0,61,61,,,
,0,62,62,,,
,0,63,63,,,
,0,64,64,,,
,0,65,65,,,
,0,66,66,,,
,0,67,67,,,
,0,68,68,,,
,0,69,69,,,
,0,70,70,,,
,0,71,71,,,
,0,72,72,,,
,0,73,73,,,
,0,74,74,,,
,0,75,75,,,
,0,76,76,,,
,0,77,77,,,
,0,78,78,,,
,0,79,79,,,
,0,80,80,,,
,0,81,81,,,
,0,82,82,,,
,0,83,83,,,
,0,84,84,,,
,1,85,85,,,
,0,86,86,,,
,0,87,87,,,
,0,88,88,,,
,0,89,89,,,
,0,90,90,,,
,0,91,91,,,
,0,92,92,,,
,0,93,93,,,
,0,94,94,,,
,0,95,95,,,
,1,96,96,,,
,0,97,97,,,
,0,98,98,,,
,0,99,99,,,
,0,100,100,,,
,0,101,101,,,
,0,102,102,,,
,0,103,103,,,
,0,104,104,,,
,0,105,105,,,
,0,106,106,,,
,0,107,107,,,
,0,108,108,,,
,0,109,109,,,
,0,110,110,,,
,0,111,111,,,
,0,112,112,,,
,0,113,113,,,
,0,114,114,,,
,0,115,115,,,
,0,116,116,,,
,0,117,117,,,
,0,118,118,,,
,0,119,119,,,
,0,120,120,,,
,0,121,121,,,
,0,122,122,,,
,0,123,123,,,
,0,124,124,,,
,0,125,125,,,
,0,126,126,,,
,1,127,127,,,
,0,128,128,,,
,0,129,129,,,
,0,130,130,,,
,0,131,131,,,
,0,132,132,,,
,0,133,133,,,
,0,134,134,,,
,0,135,135,,,
,0,136,136,,,
,0,137,137,,,
,0,138,138,,,
,0,139,139,,,
,0,140,140,,,
,1,141,141,,,
,0,142,142,,,
,0,143,143,,,
,0,144,144,,,
,0,145,145,,,
,0,146,146,,,
,1,147,147,,,
,0,148,148,,,
,0,149,149,,,
,0,150,150,,,
,0,151,151,,,
,0,152,152,,,
,0,153,153,,,
,0,154,154,,,
,0,155,155,,,
,0,156,156,,,
,0,157,157,,,
,0,158,158,,,
,0,159,159,,,
,0,160,160,,,
,0,161,161,,,
,0,162,162,,,
,0,163,163,,,
,0,164,164,,,
,0,165,165,,,
,0,166,166,,,
,0,167,167,,,
,0,168,168,,,
,0,169,169,,,
,0,170,170,,,
,0,171,171,,,
,0,172,172,,,
,0,173,173,,,
,0,174,174,,,
,0,175,175,,,
,0,176,176,,,
,0,177,177,,,
,0,178,178,,,
,0,179,179,,,
,0,180,180,,,
,0,181,181,,,
,0,182,182,,,
,0,183,183,,,
,0,184,184,,,
,0,185,185,,,
,0,186,186,,,
,0,187,187,,,
,0,188,188,,,
,0,189,189,,,
,0,190,190,,,
,0,191,191,,,
,0,192,192,,,
,0,193,193,,,
,0,194,194,,,
,0,195,195,,,
,0,196,196,,,
,0,197,197,,,
,0,198,198,,,
,0,199,199,,,
,0,200,200,,,
,0,201,201,,,
,0,202,202,,,
,0,203,203,,,
,0,204,204,,,
,0,205,205,,,
,0,206,206,,,
,0,207,207,,,
,0,208,208,,,
,0,209,209,,,
,0,210,210,,,
,0,211,211,,,
,0,212,212,,,
,0,213,213,,,
,0,214,214,,,
,0,215,215,,,
,0,216,216,,,
,0,217,217,,,
,0,218,218,,,
,0,219,219,,,
,0,220,220,,,
,0,221,221,,,
,0,222,222,,,
,0,223,223,,,
,0,224,224,,,
,0,225,225,,,
,0,226,226,,,
,0,227,227,,,
,0,228,228,,,
,0,229,229,,,
,0,230,230,,,
,0,231,231,,,
,0,232,232,,,
,0,233,233,,,
,0,234,234,,,
,0,235,235,,,
,0,236,236,,,
,0,237,237,,,
,0,238,238,,,
,0,239,239,,,
,0,240,240,,,
,0,241,241,,,
,0,242,242,,,
,0,243,243,,,
,0,244,244,,,
,0,245,245,,,
,0,246,246,,,
,0,247,247,,,
,0,248,248,,,
,0,249,249,,,
,0,250,250,,,
,0,251,251,,,
,0,252,252,,,
,0,253,253,,,
,0,254,254,,,
,0,255,255,,,
,0,256,256,,,
,0,257,257,,,
,0,258,258,,,
,0,259,259,,,
,0,260,260,,,
,0,261,261,,,
,0,262,262,,,
,0,263,263,,,
,0,264,264,,,
,1,265,265,,,
,0,266,266,,,
,0,267,267,,,
,0,268,268,,,
,0,269,269,,,
,0,270,270,,,
,0,271,271,,,
,0,272,272,,,
,0,273,273,,,
,0,274,274,,,
,0,275,275,,,
,0,276,276,,,
,0,277,277,,,
,0,278,278,,,
,0,279,279,,,
,0,280,280,,,
,1,281,281,,,
,0,282,282,,,
