Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,549.4375,
1.001,0,1,1,0,598.328125,0
2,1,2,2,11.1076998130796,598.328125,0.0777538986915574
3,21,3,3,13.3297890905229,598.328125,0.0933085236336605
4,37,4,4,9.9934992287517,598.716145833333,0.0699544946012619
5.001,19,5,5,8.88476438382271,598.328125,0.062193350686759
6.001,26,6,6,8.88110706552015,598.716145833333,0.062167749458641
7.001,24,7,7,8.88760709844291,598.328125,0.0622132496891004
8.001,26,8,8,7.0099436050037,598.716145833333,0.0490696052350259
9,20,9,9,7.9988641612891,598.716145833333,0.0559920491290237
10.001,20,10,10,5.00723395088885,598.328125,0.0350506376562219
11.001,15,11,11,4.43487742830328,598.328125,0.0310441419981229
11.999,11,12,12,6.99581650173196,599.104166666667,0.0489707155121238
13.001,10,13,13,8.88306258683888,599.104166666667,0.0621814381078721
14.001,7,14,14,9.01275575321753,598.328125,0.0630892902725227
15,12,15,15,5.54765877149759,599.104166666667,0.0388336114004832
16.001,15,16,16,14.4349510582984,598.328125,0.101044657408089
17.001,13,17,17,5.55261143757999,598.328125,0.0388682800630599
18,7,18,18,10.0203844681235,598.328125,0.0701426912768645
19.001,6,19,19,9.99768498050007,598.328125,0.0699837948635005
20.001,2,20,20,12.2157031086632,598.328125,0.0855099217606426
21.001,8,21,21,17.0070204980616,598.716145833333,0.119049143486431
22,4,22,22,8.88843162846178,598.328125,0.0622190213992325
23,8,23,23,9.99723631955966,598.328125,0.0699806542369176
24.001,10,24,24,8.99103503896265,598.328125,0.0629372452727385
25.001,9,25,25,11.9970739136725,598.716145833333,0.0839795173957072
26,5,26,26,11.0034396752425,598.328125,0.0770240777266974
27,2,27,27,9.01361145465768,598.328125,0.0630952801826037
28,8,28,28,9.99086834633145,598.328125,0.0699360784243202
29,4,29,29,9.99518898236982,599.104166666667,0.0699663228765887
30.001,9,30,30,7.99103725261746,598.716145833333,0.0559372607683222
31,3,31,31,13.0010608865683,598.328125,0.0910074262059784
32,2,32,32,12.0215980029721,598.716145833333,0.084151186020805
33.001,4,33,33,9.99075300305384,598.328125,0.0699352710213769
34,1,34,34,4.00091701017873,599.104166666667,0.0280064190712511
35.001,5,35,35,8.00247196358955,599.104166666667,0.0560173037451269
36,2,36,36,9.00428063501389,598.328125,0.0630299644450972
37,6,37,37,8.88080538247853,598.328125,0.0621656376773497
38,7,38,38,1.99952171440591,599.104166666667,0.0139966520008414
39,1,39,39,13.3171589040023,598.328125,0.0932201123280158
40,3,40,40,10.9971022635536,598.328125,0.0769797158448749
41.001,4,41,41,7.99785657443805,599.104166666667,0.0559849960210664
42.001,3,42,42,11.0077428463181,598.328125,0.0770541999242267
43.001,2,43,43,14.0049507500902,598.328125,0.0980346552506311
44.001,2,44,44,7.99710025144883,599.104166666667,0.0559797017601418
45,5,45,45,14.0067330365707,598.328125,0.0980471312559947
